binary	scenario	network	publication_status	metric	selected_threads	best_threads	boundary_threads	discovery_p50	confirm_p50	combined_p50	combined_p50_ci95_low	combined_p50_ci95_high	combined_p50_ci95_relative_width	p90	p99	p99_status	selection_probability_within_tolerance	selected_vs_best_ratio	edge_status	reason
noqperf	stream_churn	syscall	not_ready	streams_per_second	1	1	2	55527.340959		55527.340959	55155.495677	56122.784272	0.017420	64629.961560	68404.677345	insufficient_order_stat_support	1.000000	1.000000	not_ready	sentinels_0_lt_2;t2:p50_ci_width_0.0530_gt_0.0500;block_median_ratio_1.1373_gt_1.1000;persistent_block_median_ratio_recent_1.1373_gt_1.1000;t1:missing_confirm_stats;t2:p50_ci_width_0.0530_gt_0.0500;block_median_ratio_1.1373_gt_1.1000;persistent_block_median_ratio_recent_1.1373_gt_1.1000;missing_confirm_stats;p50_ci_width_0.0530_gt_0.0500;block_median_ratio_1.1373_gt_1.1000;persistent_block_median_ratio_recent_1.1373_gt_1.1000
noqperf	upload	iouring	not_ready	throughput_gbps	1	1	3	2.926943	2.957994	2.939522	2.917818	2.956834	0.013273	3.025333	3.174926	insufficient_order_stat_support	1.000000	1.000000	ok	t3:confirm_p50_ci_width_0.0455_gt_0.0450
noqperf	upload	syscall	ready	throughput_gbps	1	1	3	3.332551	3.312285	3.327351	3.276438	3.368335	0.027619	3.593708	4.000196	insufficient_order_stat_support	1.000000	1.000000	ok	-
picoperf	bidi	iouring	not_ready	throughput_gbps													0.000000	0.000000	not_ready	no_ready_rows;t1:p50_ci_width_0.1254_gt_0.0300;p80_p20_1.2836_gt_1.1500;block_median_ratio_1.2975_gt_1.1000;severe_block_median_ratio_1.2975_gt_1.2500
picoperf	bidi	syscall	not_ready	throughput_gbps													0.000000	0.000000	not_ready	no_ready_rows;t1:p50_ci_width_0.0994_gt_0.0300;p80_p20_1.3285_gt_1.1500;block_median_ratio_1.2802_gt_1.1000;drift_-0.0468_gt_0.0300;severe_block_median_ratio_1.2802_gt_1.2500
picoperf	close_reset_cleanup	iouring	not_ready	streams_per_second													0.000000	0.000000	not_ready	no_ready_rows;t1:outliers_2;severe_outlier_blocks_2_gte_2
picoperf	close_reset_cleanup	syscall	not_ready	streams_per_second													0.000000	0.000000	not_ready	no_ready_rows;t1:p50_ci_width_0.0987_gt_0.0500;p80_p20_1.2352_gt_1.1500;block_median_ratio_1.2291_gt_1.1000;drift_-0.1037_gt_0.0300;severe_drift_-0.1037_gt_0.0800
picoperf	connect	iouring	not_ready	connections_per_second													0.000000	0.000000	not_ready	no_ready_rows;t1:p80_p20_1.1889_gt_1.1500;block_median_ratio_1.1212_gt_1.1000;drift_0.0422_gt_0.0300;persistent_p80_p20_recent_1.2190_gt_1.1500;persistent_drift_0.0422_gt_0.0300
picoperf	connect	syscall	not_ready	connections_per_second													0.000000	0.000000	not_ready	no_ready_rows;t1:p50_ci_width_0.3089_gt_0.0500;p80_p20_1.3942_gt_1.1500;block_median_ratio_1.3928_gt_1.1000;drift_-0.2183_gt_0.0300;severe_block_median_ratio_1.3928_gt_1.2500;severe_drift_-0.2183_gt_0.0800
picoperf	datagram	iouring	not_ready	messages_per_second													0.000000	0.000000	unsupported	requires_quic_datagram_adapter_api
picoperf	datagram	syscall	not_ready	messages_per_second													0.000000	0.000000	unsupported	requires_quic_datagram_adapter_api
picoperf	download	iouring	not_ready	throughput_gbps													0.000000	0.000000	not_ready	no_ready_rows;t1:p50_ci_width_0.0420_gt_0.0300;block_median_ratio_1.1181_gt_1.1000;persistent_block_median_ratio_recent_1.1067_gt_1.1000
picoperf	download	syscall	not_ready	throughput_gbps	1	1	2	6.840698		6.840698	6.704059	6.862623	0.023180	6.916899	6.932756	insufficient_order_stat_support	1.000000	1.000000	not_ready	sentinels_0_lt_2;t2:p50_ci_width_0.0317_gt_0.0300;block_median_ratio_1.1024_gt_1.1000;drift_0.0306_gt_0.0300;persistent_drift_0.0306_gt_0.0300;t1:missing_confirm_stats;t2:p50_ci_width_0.0317_gt_0.0300;block_median_ratio_1.1024_gt_1.1000;drift_0.0306_gt_0.0300;persistent_drift_0.0306_gt_0.0300;missing_confirm_stats;p50_ci_width_0.0317_gt_0.0300;block_median_ratio_1.1024_gt_1.1000;drift_0.0306_gt_0.0300;persistent_drift_0.0306_gt_0.0300
picoperf	flow_control	iouring	not_ready	throughput_gbps													0.000000	0.000000	not_ready	no_ready_rows;t1:outliers_2;severe_outlier_blocks_2_gte_2
picoperf	flow_control	syscall	not_ready	throughput_gbps													0.000000	0.000000	not_ready	no_ready_rows;t1:p50_ci_width_0.0562_gt_0.0500;outliers_2;severe_outlier_blocks_2_gte_2
picoperf	loss_recovery	iouring	not_ready	throughput_gbps													0.000000	0.000000	not_ready	no_ready_rows;t1:p50_ci_width_0.1812_gt_0.0800;p80_p20_1.2430_gt_1.1500;block_median_ratio_1.2743_gt_1.1000;drift_-0.0655_gt_0.0300;severe_block_median_ratio_1.2743_gt_1.2500
picoperf	loss_recovery	syscall	not_ready	throughput_gbps													0.000000	0.000000	not_ready	no_ready_rows;t1:p50_ci_width_0.1749_gt_0.0800;p80_p20_1.3572_gt_1.1500;block_median_ratio_1.2342_gt_1.1000;drift_0.1976_gt_0.0300;severe_drift_0.1976_gt_0.0800
picoperf	multistream_download	iouring	not_ready	throughput_gbps													0.000000	0.000000	not_ready	no_ready_rows;t1:p50_ci_width_0.1739_gt_0.0300;p80_p20_1.4242_gt_1.1500;block_median_ratio_1.2509_gt_1.1000;drift_0.0877_gt_0.0300;severe_block_median_ratio_1.2509_gt_1.2500;severe_drift_0.0877_gt_0.0800
picoperf	multistream_download	syscall	not_ready	throughput_gbps													0.000000	0.000000	not_ready	no_ready_rows;t1:p50_ci_width_0.1361_gt_0.0300;p80_p20_1.3250_gt_1.1500;block_median_ratio_1.2648_gt_1.1000;severe_block_median_ratio_1.2648_gt_1.2500
picoperf	multistream_upload	iouring	not_ready	throughput_gbps													0.000000	0.000000	not_ready	no_ready_rows;t1:p50_ci_width_0.2859_gt_0.0300;p80_p20_1.3964_gt_1.1500;block_median_ratio_1.3870_gt_1.1000;drift_-0.2561_gt_0.0300;severe_block_median_ratio_1.3870_gt_1.2500;severe_drift_-0.2561_gt_0.0800
picoperf	multistream_upload	syscall	not_ready	throughput_gbps													0.000000	0.000000	not_ready	no_ready_rows;t1:p50_ci_width_0.2463_gt_0.0300;p80_p20_1.3329_gt_1.1500;block_median_ratio_1.3314_gt_1.1000;drift_-0.0772_gt_0.0300;severe_block_median_ratio_1.3314_gt_1.2500
picoperf	reqresp	iouring	not_ready	requests_per_second	1	1	2	213560.392134		213560.392134	207240.935549	216555.793964	0.043617	224405.321791	284146.834730	insufficient_order_stat_support	1.000000	1.000000	not_ready	sentinels_0_lt_2;t2:outliers_2;severe_outlier_blocks_2_gte_2;t1:missing_confirm_stats;t2:outliers_2;severe_outlier_blocks_2_gte_2;missing_confirm_stats;outliers_2;severe_outlier_blocks_2_gte_2
picoperf	reqresp	syscall	not_ready	requests_per_second	2	2	3	260743.987654		260743.987654	257413.425450	264750.520341	0.028139	289492.944942	306789.246903	insufficient_order_stat_support	1.000000	1.000000	not_ready	sentinels_0_lt_2;t3:p50_ci_width_0.0778_gt_0.0500;block_median_ratio_1.1128_gt_1.1000;drift_-0.0310_gt_0.0300;persistent_drift_-0.0310_gt_0.0300;t1:missing_confirm_stats;t2:missing_confirm_stats;t3:p50_ci_width_0.0778_gt_0.0500;block_median_ratio_1.1128_gt_1.1000;drift_-0.0310_gt_0.0300;persistent_drift_-0.0310_gt_0.0300;missing_confirm_stats;p50_ci_width_0.0778_gt_0.0500;block_median_ratio_1.1128_gt_1.1000;drift_-0.0310_gt_0.0300;persistent_drift_-0.0310_gt_0.0300
picoperf	small_payload_pps	iouring	not_ready	messages_per_second													0.000000	0.000000	not_ready	no_ready_rows;t1:outliers_1;persistent_outliers_1
picoperf	small_payload_pps	syscall	not_ready	messages_per_second													0.000000	0.000000	not_ready	no_ready_rows;t1:p50_ci_width_0.1058_gt_0.0500;p80_p20_1.2387_gt_1.1500;block_median_ratio_1.2131_gt_1.1000;drift_0.0337_gt_0.0300;persistent_block_median_ratio_recent_1.1973_gt_1.1000;persistent_p80_p20_recent_1.2187_gt_1.1500;persistent_drift_0.0337_gt_0.0300
picoperf	stream_churn	iouring	not_ready	streams_per_second	3	3	4	610128.671017		610128.671017	605426.847606	619976.029968	0.023846	640964.889269	675119.145103	insufficient_order_stat_support	1.000000	1.000000	not_ready	sentinels_0_lt_2;t4:outliers_1;persistent_outliers_1;t1:missing_confirm_stats;t2:missing_confirm_stats;t3:missing_confirm_stats;t4:outliers_1;persistent_outliers_1;missing_confirm_stats;outliers_1;persistent_outliers_1
picoperf	stream_churn	syscall	not_ready	streams_per_second													0.000000	0.000000	not_ready	no_ready_rows;t1:p80_p20_1.2339_gt_1.1500;block_median_ratio_1.2411_gt_1.1000;outliers_4;severe_outlier_blocks_3_gte_2
picoperf	upload	iouring	not_ready	throughput_gbps													0.000000	0.000000	not_ready	no_ready_rows;t1:p50_ci_width_0.0336_gt_0.0300;drift_0.0468_gt_0.0300;persistent_drift_0.0468_gt_0.0300
picoperf	upload	syscall	not_ready	throughput_gbps													0.000000	0.000000	not_ready	no_ready_rows;t1:p50_ci_width_0.0769_gt_0.0300;block_median_ratio_1.2417_gt_1.1000;drift_-0.0545_gt_0.0300;persistent_block_median_ratio_recent_1.1756_gt_1.1000;persistent_drift_-0.0545_gt_0.0300
quicheperf	bidi	iouring	not_ready	throughput_gbps													0.000000	0.000000	not_ready	no_ready_rows;t1:p50_ci_width_0.1542_gt_0.0300;p80_p20_1.2336_gt_1.1500;block_median_ratio_1.2683_gt_1.1000;drift_0.0968_gt_0.0300;severe_block_median_ratio_1.2683_gt_1.2500;severe_drift_0.0968_gt_0.0800
quicheperf	bidi	syscall	not_ready	throughput_gbps													0.000000	0.000000	not_ready	no_ready_rows;t1:p50_ci_width_0.0376_gt_0.0300;p80_p20_1.1641_gt_1.1500;block_median_ratio_1.1525_gt_1.1000;persistent_p80_p20_recent_1.1743_gt_1.1500
quicheperf	close_reset_cleanup	iouring	not_ready	streams_per_second	1	1	2	78221.487649		78221.487649	77154.164360	79016.697479	0.023811	81514.030682	93140.629625	insufficient_order_stat_support	1.000000	1.000000	not_ready	sentinels_0_lt_2;t2:p50_ci_width_0.1075_gt_0.0500;block_median_ratio_1.1408_gt_1.1000;drift_0.1023_gt_0.0300;severe_drift_0.1023_gt_0.0800;t1:missing_confirm_stats;t2:p50_ci_width_0.1075_gt_0.0500;block_median_ratio_1.1408_gt_1.1000;drift_0.1023_gt_0.0300;severe_drift_0.1023_gt_0.0800;missing_confirm_stats;p50_ci_width_0.1075_gt_0.0500;block_median_ratio_1.1408_gt_1.1000;drift_0.1023_gt_0.0300;severe_drift_0.1023_gt_0.0800
quicheperf	close_reset_cleanup	syscall	not_ready	streams_per_second	1	1	2	87174.057428		87174.057428	85300.003202	88542.840859	0.037200	89438.537564	99572.228059	insufficient_order_stat_support	1.000000	1.000000	not_ready	sentinels_0_lt_2;t2:p50_ci_width_0.0902_gt_0.0500;p80_p20_1.1697_gt_1.1500;block_median_ratio_1.1369_gt_1.1000;drift_0.0594_gt_0.0300;persistent_block_median_ratio_recent_1.1226_gt_1.1000;persistent_p80_p20_recent_1.1705_gt_1.1500;persistent_drift_0.0594_gt_0.0300;t1:missing_confirm_stats;t2:p50_ci_width_0.0902_gt_0.0500;p80_p20_1.1697_gt_1.1500;block_median_ratio_1.1369_gt_1.1000;drift_0.0594_gt_0.0300;persistent_block_median_ratio_recent_1.1226_gt_1.1000;persistent_p80_p20_recent_1.1705_gt_1.1500;persistent_drift_0.0594_gt_0.0300;missing_confirm_stats;p50_ci_width_0.0902_gt_0.0500;p80_p20_1.1697_gt_1.1500;block_median_ratio_1.1369_gt_1.1000;drift_0.0594_gt_0.0300;persistent_block_median_ratio_recent_1.1226_gt_1.1000;persistent_p80_p20_recent_1.1705_gt_1.1500;persistent_drift_0.0594_gt_0.0300
quicheperf	connect	iouring	not_ready	connections_per_second	1	1	2	1227.558252		1227.558252	1210.887557	1241.010833	0.024539	1412.436681	1618.487117	insufficient_order_stat_support	1.000000	1.000000	not_ready	sentinels_0_lt_2;t2:p50_ci_width_0.1188_gt_0.0500;p80_p20_1.3504_gt_1.1500;block_median_ratio_1.2457_gt_1.1000;drift_0.0538_gt_0.0300;persistent_block_median_ratio_recent_1.2283_gt_1.1000;persistent_p80_p20_recent_1.3635_gt_1.1500;persistent_drift_0.0538_gt_0.0300;t1:missing_confirm_stats;t2:p50_ci_width_0.1188_gt_0.0500;p80_p20_1.3504_gt_1.1500;block_median_ratio_1.2457_gt_1.1000;drift_0.0538_gt_0.0300;persistent_block_median_ratio_recent_1.2283_gt_1.1000;persistent_p80_p20_recent_1.3635_gt_1.1500;persistent_drift_0.0538_gt_0.0300;missing_confirm_stats;p50_ci_width_0.1188_gt_0.0500;p80_p20_1.3504_gt_1.1500;block_median_ratio_1.2457_gt_1.1000;drift_0.0538_gt_0.0300;persistent_block_median_ratio_recent_1.2283_gt_1.1000;persistent_p80_p20_recent_1.3635_gt_1.1500;persistent_drift_0.0538_gt_0.0300
quicheperf	connect	syscall	not_ready	connections_per_second													0.000000	0.000000	not_ready	no_ready_rows;t1:p50_ci_width_0.1318_gt_0.0500;p80_p20_1.2176_gt_1.1500;block_median_ratio_1.1672_gt_1.1000;drift_0.1540_gt_0.0300;severe_drift_0.1540_gt_0.0800
quicheperf	datagram	iouring	not_ready	messages_per_second													0.000000	0.000000	not_ready	no_ready_rows;t1:block_median_ratio_1.1176_gt_1.1000;drift_0.0307_gt_0.0300;persistent_drift_0.0307_gt_0.0300
quicheperf	datagram	syscall	not_ready	messages_per_second													0.000000	0.000000	not_ready	no_ready_rows;t1:p50_ci_width_0.5525_gt_0.0500;p80_p20_2.3104_gt_1.1500;block_median_ratio_2.1390_gt_1.1000;severe_block_median_ratio_2.1390_gt_1.2500;severe_p80_p20_2.3104_gt_1.5000
quicheperf	download	iouring	not_ready	throughput_gbps													0.000000	0.000000	not_ready	no_ready_rows;t1:p50_ci_width_0.0595_gt_0.0300;drift_-0.0529_gt_0.0300;persistent_drift_-0.0529_gt_0.0300
quicheperf	download	syscall	not_ready	throughput_gbps	2	2	3	8.322591		8.322591	8.203479	8.365703	0.019492	8.490053	8.607279	insufficient_order_stat_support	1.000000	1.000000	not_ready	sentinels_0_lt_2;t3:drift_0.0315_gt_0.0300;persistent_drift_0.0315_gt_0.0300;t1:missing_confirm_stats;t2:missing_confirm_stats;t3:drift_0.0315_gt_0.0300;persistent_drift_0.0315_gt_0.0300;missing_confirm_stats;drift_0.0315_gt_0.0300;persistent_drift_0.0315_gt_0.0300
quicheperf	flow_control	iouring	not_ready	throughput_gbps													0.000000	0.000000	not_ready	no_ready_rows;t1:p50_ci_width_0.0664_gt_0.0500;block_median_ratio_1.2350_gt_1.1000;outliers_6;severe_outlier_blocks_3_gte_2
quicheperf	flow_control	syscall	not_ready	throughput_gbps													0.000000	0.000000	not_ready	no_ready_rows;t1:outliers_3;severe_outlier_blocks_3_gte_2
quicheperf	loss_recovery	iouring	not_ready	throughput_gbps													0.000000	0.000000	not_ready	no_ready_rows;t1:p50_ci_width_0.1279_gt_0.0800;p80_p20_1.2023_gt_1.1500;block_median_ratio_1.2043_gt_1.1000;drift_0.0801_gt_0.0300;severe_drift_0.0801_gt_0.0800
quicheperf	loss_recovery	syscall	not_ready	throughput_gbps													0.000000	0.000000	not_ready	no_ready_rows;t1:p50_ci_width_0.1290_gt_0.0800;p80_p20_1.1929_gt_1.1500;block_median_ratio_1.1901_gt_1.1000;drift_-0.0895_gt_0.0300;severe_drift_-0.0895_gt_0.0800
quicheperf	multistream_download	iouring	not_ready	throughput_gbps													0.000000	0.000000	not_ready	no_ready_rows;t1:p50_ci_width_0.1348_gt_0.0300;p80_p20_1.2689_gt_1.1500;block_median_ratio_1.2603_gt_1.1000;drift_0.1313_gt_0.0300;severe_block_median_ratio_1.2603_gt_1.2500;severe_drift_0.1313_gt_0.0800
quicheperf	multistream_download	syscall	not_ready	throughput_gbps													0.000000	0.000000	not_ready	no_ready_rows;t1:p50_ci_width_0.1062_gt_0.0300;p80_p20_1.1848_gt_1.1500;block_median_ratio_1.1645_gt_1.1000;drift_0.1217_gt_0.0300;severe_drift_0.1217_gt_0.0800
quicheperf	multistream_upload	iouring	not_ready	throughput_gbps													0.000000	0.000000	not_ready	no_ready_rows;t1:p50_ci_width_0.1775_gt_0.0300;p80_p20_1.4361_gt_1.1500;block_median_ratio_1.4180_gt_1.1000;severe_block_median_ratio_1.4180_gt_1.2500
quicheperf	multistream_upload	syscall	not_ready	throughput_gbps													0.000000	0.000000	not_ready	no_ready_rows;t1:p50_ci_width_0.0703_gt_0.0300;p80_p20_1.1915_gt_1.1500;block_median_ratio_1.1514_gt_1.1000;persistent_block_median_ratio_recent_1.1514_gt_1.1000;persistent_p80_p20_recent_1.1757_gt_1.1500
quicheperf	reqresp	iouring	not_ready	requests_per_second	1	1	2	74601.866594		74601.866594	72960.331240	75193.934096	0.029940	77145.849836	78441.017033	insufficient_order_stat_support	1.000000	1.000000	not_ready	sentinels_0_lt_2;t2:p50_ci_width_0.0572_gt_0.0500;block_median_ratio_1.1272_gt_1.1000;persistent_block_median_ratio_recent_1.1009_gt_1.1000;t1:missing_confirm_stats;t2:p50_ci_width_0.0572_gt_0.0500;block_median_ratio_1.1272_gt_1.1000;persistent_block_median_ratio_recent_1.1009_gt_1.1000;missing_confirm_stats;p50_ci_width_0.0572_gt_0.0500;block_median_ratio_1.1272_gt_1.1000;persistent_block_median_ratio_recent_1.1009_gt_1.1000
quicheperf	reqresp	syscall	not_ready	requests_per_second	1	1	2	84101.978115		84101.978115	82784.174059	85005.925926	0.026417	86131.815025	100181.629714	insufficient_order_stat_support	1.000000	1.000000	not_ready	sentinels_0_lt_2;t2:p50_ci_width_0.0821_gt_0.0500;block_median_ratio_1.1664_gt_1.1000;persistent_block_median_ratio_recent_1.1440_gt_1.1000;t1:missing_confirm_stats;t2:p50_ci_width_0.0821_gt_0.0500;block_median_ratio_1.1664_gt_1.1000;persistent_block_median_ratio_recent_1.1440_gt_1.1000;missing_confirm_stats;p50_ci_width_0.0821_gt_0.0500;block_median_ratio_1.1664_gt_1.1000;persistent_block_median_ratio_recent_1.1440_gt_1.1000
quicheperf	small_payload_pps	iouring	not_ready	messages_per_second	1	1	2	75743.168821		75743.168821	75366.652508	77204.031860	0.024258	81121.639919	93898.698831	insufficient_order_stat_support	1.000000	1.000000	not_ready	sentinels_0_lt_2;t2:p50_ci_width_0.0858_gt_0.0500;block_median_ratio_1.1842_gt_1.1000;drift_0.0427_gt_0.0300;persistent_block_median_ratio_recent_1.1842_gt_1.1000;persistent_drift_0.0427_gt_0.0300;t1:missing_confirm_stats;t2:p50_ci_width_0.0858_gt_0.0500;block_median_ratio_1.1842_gt_1.1000;drift_0.0427_gt_0.0300;persistent_block_median_ratio_recent_1.1842_gt_1.1000;persistent_drift_0.0427_gt_0.0300;missing_confirm_stats;p50_ci_width_0.0858_gt_0.0500;block_median_ratio_1.1842_gt_1.1000;drift_0.0427_gt_0.0300;persistent_block_median_ratio_recent_1.1842_gt_1.1000;persistent_drift_0.0427_gt_0.0300
quicheperf	small_payload_pps	syscall	not_ready	messages_per_second	3	3	4	138047.999484		138047.999484	135478.763647	140376.081128	0.035475	143550.126176	145433.583728	insufficient_order_stat_support	1.000000	1.000000	not_ready	sentinels_0_lt_2;t4:block_median_ratio_1.1250_gt_1.1000;outliers_1;persistent_outliers_1;t1:missing_confirm_stats;t2:missing_confirm_stats;t3:missing_confirm_stats;t4:block_median_ratio_1.1250_gt_1.1000;outliers_1;persistent_outliers_1;missing_confirm_stats;block_median_ratio_1.1250_gt_1.1000;outliers_1;persistent_outliers_1
quicheperf	stream_churn	iouring	not_ready	streams_per_second	1	1	2	75763.053864		75763.053864	75190.913668	77240.068108	0.027047	78079.880667	79703.349054	insufficient_order_stat_support	1.000000	1.000000	not_ready	sentinels_0_lt_2;t2:p50_ci_width_0.0874_gt_0.0500;block_median_ratio_1.1160_gt_1.1000;persistent_block_median_ratio_recent_1.1160_gt_1.1000;t1:missing_confirm_stats;t2:p50_ci_width_0.0874_gt_0.0500;block_median_ratio_1.1160_gt_1.1000;persistent_block_median_ratio_recent_1.1160_gt_1.1000;missing_confirm_stats;p50_ci_width_0.0874_gt_0.0500;block_median_ratio_1.1160_gt_1.1000;persistent_block_median_ratio_recent_1.1160_gt_1.1000
quicheperf	stream_churn	syscall	not_ready	streams_per_second	1	1	2	87364.999107		87364.999107	85534.424766	87734.720364	0.025185	89886.724638	105548.635340	insufficient_order_stat_support	1.000000	1.000000	not_ready	sentinels_0_lt_2;t2:p50_ci_width_0.0824_gt_0.0500;block_median_ratio_1.1538_gt_1.1000;drift_0.0513_gt_0.0300;persistent_block_median_ratio_recent_1.1341_gt_1.1000;persistent_drift_0.0513_gt_0.0300;t1:missing_confirm_stats;t2:p50_ci_width_0.0824_gt_0.0500;block_median_ratio_1.1538_gt_1.1000;drift_0.0513_gt_0.0300;persistent_block_median_ratio_recent_1.1341_gt_1.1000;persistent_drift_0.0513_gt_0.0300;missing_confirm_stats;p50_ci_width_0.0824_gt_0.0500;block_median_ratio_1.1538_gt_1.1000;drift_0.0513_gt_0.0300;persistent_block_median_ratio_recent_1.1341_gt_1.1000;persistent_drift_0.0513_gt_0.0300
quicheperf	upload	iouring	not_ready	throughput_gbps													0.000000	0.000000	not_ready	no_ready_rows;t1:p50_ci_width_0.0783_gt_0.0300;block_median_ratio_1.1883_gt_1.1000;drift_0.0346_gt_0.0300;persistent_block_median_ratio_recent_1.1571_gt_1.1000;persistent_drift_0.0346_gt_0.0300
quicheperf	upload	syscall	not_ready	throughput_gbps													0.000000	0.000000	not_ready	no_ready_rows;t1:p50_ci_width_0.0685_gt_0.0300;block_median_ratio_1.1719_gt_1.1000;drift_-0.0408_gt_0.0300;persistent_block_median_ratio_recent_1.1551_gt_1.1000;persistent_drift_-0.0408_gt_0.0300
quiczigperf	bidi	iouring	not_ready	throughput_gbps													0.000000	0.000000	not_ready	no_ready_rows;t1:p50_ci_width_0.0316_gt_0.0300;block_median_ratio_1.1351_gt_1.1000;persistent_block_median_ratio_recent_1.1351_gt_1.1000
quiczigperf	bidi	syscall	not_ready	throughput_gbps													0.000000	0.000000	not_ready	no_ready_rows;t1:p50_ci_width_0.0390_gt_0.0300;block_median_ratio_1.1326_gt_1.1000;drift_0.0307_gt_0.0300;persistent_drift_0.0307_gt_0.0300
quiczigperf	close_reset_cleanup	iouring	not_ready	streams_per_second	1	1	3	17153.708090	18486.863744	17247.537137	17102.979713	18604.310407	0.087046	18800.558233	19208.888778	insufficient_order_stat_support	1.000000	1.000000	ok	t1:confirm_median_delta_0.0777_gt_0.0750;combined_not_ready_nonstationary;p50_ci_width_0.0870_gt_0.0500;block_median_ratio_1.1151_gt_1.1000;t3:confirm_p50_ci_width_0.1182_gt_0.0750;confirm_median_delta_0.1099_gt_0.0750;combined_not_ready_nonstationary;p50_ci_width_0.1146_gt_0.0500;block_median_ratio_1.1313_gt_1.1000
quiczigperf	close_reset_cleanup	syscall	not_ready	streams_per_second	1	1	3	18225.880855	18856.126241	18244.469438	18124.861962	18379.347764	0.013949	20200.787826	21091.451049	insufficient_order_stat_support	1.000000	1.000000	ok	t1:confirm_p50_ci_width_0.1049_gt_0.0750;combined_not_ready_nonstationary;block_median_ratio_1.1234_gt_1.1000;t3:confirm_p50_ci_width_0.1011_gt_0.0750;confirm_median_delta_0.1129_gt_0.0750;combined_not_ready_nonstationary;p50_ci_width_0.1065_gt_0.0500;block_median_ratio_1.1359_gt_1.1000
quiczigperf	connect	iouring	not_ready	connections_per_second													0.000000	0.000000	not_ready	no_ready_rows;t1:block_median_ratio_1.2725_gt_1.1000;outliers_2;severe_block_median_ratio_1.2725_gt_1.2500;severe_outlier_blocks_2_gte_2
quiczigperf	connect	syscall	not_ready	connections_per_second	1	1	2	1045.308369		1045.308369	1036.330849	1058.203298	0.020924	1148.837252	1291.872607	insufficient_order_stat_support	1.000000	1.000000	not_ready	sentinels_0_lt_2;t2:p50_ci_width_0.1653_gt_0.0500;p80_p20_1.3781_gt_1.1500;block_median_ratio_1.2992_gt_1.1000;drift_0.1299_gt_0.0300;severe_block_median_ratio_1.2992_gt_1.2500;severe_drift_0.1299_gt_0.0800;t1:missing_confirm_stats;t2:p50_ci_width_0.1653_gt_0.0500;p80_p20_1.3781_gt_1.1500;block_median_ratio_1.2992_gt_1.1000;drift_0.1299_gt_0.0300;severe_block_median_ratio_1.2992_gt_1.2500;severe_drift_0.1299_gt_0.0800;missing_confirm_stats;p50_ci_width_0.1653_gt_0.0500;p80_p20_1.3781_gt_1.1500;block_median_ratio_1.2992_gt_1.1000;drift_0.1299_gt_0.0300;severe_block_median_ratio_1.2992_gt_1.2500;severe_drift_0.1299_gt_0.0800
quiczigperf	datagram	iouring	not_ready	messages_per_second													0.000000	0.000000	not_ready	no_ready_rows;t1:p50_ci_width_0.0525_gt_0.0500;drift_-0.0313_gt_0.0300;persistent_drift_-0.0313_gt_0.0300
quiczigperf	datagram	syscall	not_ready	messages_per_second													0.000000	0.000000	not_ready	no_ready_rows;t1:outliers_2;severe_outlier_blocks_2_gte_2
quiczigperf	download	iouring	not_ready	throughput_gbps													0.000000	0.000000	not_ready	no_ready_rows;t1:p50_ci_width_0.0371_gt_0.0300;block_median_ratio_1.1516_gt_1.1000;drift_0.0306_gt_0.0300;persistent_drift_0.0306_gt_0.0300
quiczigperf	download	syscall	not_ready	throughput_gbps	2	2	4	7.016787	7.020980	7.016787	6.882354	7.101890	0.031287	7.229051	7.767364	insufficient_order_stat_support	1.000000	1.000000	ok	t1:confirm_p50_ci_width_0.0872_gt_0.0450;combined_not_ready_nonstationary;block_median_ratio_1.1180_gt_1.1000;t2:confirm_p50_ci_width_0.0567_gt_0.0450;combined_warning_noisy;p50_ci_width_0.0313_gt_0.0300
quiczigperf	flow_control	iouring	not_ready	throughput_gbps													0.000000	0.000000	not_ready	no_ready_rows;t1:p50_ci_width_0.8046_gt_0.0500;p80_p20_2.6236_gt_1.1500;block_median_ratio_2.6347_gt_1.1000;drift_0.1581_gt_0.0300;severe_block_median_ratio_2.6347_gt_1.2500;severe_p80_p20_2.6236_gt_1.5000;severe_drift_0.1581_gt_0.0800
quiczigperf	flow_control	syscall	not_ready	throughput_gbps													0.000000	0.000000	not_ready	no_ready_rows;t1:p50_ci_width_2.1484_gt_0.0500;p80_p20_5.5632_gt_1.1500;block_median_ratio_4.6510_gt_1.1000;drift_0.6405_gt_0.0300;severe_block_median_ratio_4.6510_gt_1.2500;severe_p80_p20_5.5632_gt_1.5000;severe_drift_0.6405_gt_0.0800
quiczigperf	loss_recovery	iouring	not_ready	throughput_gbps													0.000000	0.000000	not_ready	no_ready_rows;t1:p50_ci_width_0.1223_gt_0.0800;p80_p20_1.3091_gt_1.1500;block_median_ratio_1.2059_gt_1.1000;drift_-0.0938_gt_0.0300;severe_drift_-0.0938_gt_0.0800
quiczigperf	loss_recovery	syscall	not_ready	throughput_gbps													0.000000	0.000000	not_ready	no_ready_rows;t1:p80_p20_1.2312_gt_1.1500;block_median_ratio_1.2844_gt_1.1000;severe_block_median_ratio_1.2844_gt_1.2500
quiczigperf	multistream_download	iouring	not_ready	throughput_gbps													0.000000	0.000000	not_ready	no_ready_rows;t1:p50_ci_width_0.0686_gt_0.0300;p80_p20_1.2335_gt_1.1500;block_median_ratio_1.1827_gt_1.1000;persistent_block_median_ratio_recent_1.1697_gt_1.1000;persistent_p80_p20_recent_1.2012_gt_1.1500
